Id,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp
42284,1,0,23,1,0
42285,0,0,27,0,0
42286,1,1,35,1,0
42287,1,0,23,1,0
42288,1,1,38,1,0
42289,1,1,36,0,0
42290,0,0,19,1,0
42291,1,0,41,1,0
42292,1,1,34,0,0
42293,1,0,31,1,1
42294,1,1,35,1,0
42295,1,0,34,0,0
42296,1,1,39,1,0
42297,1,0,40,0,0
42298,1,0,29,0,1
42299,1,0,28,0,0
42300,0,0,26,1,0
42301,1,0,26,0,1
42302,1,0,44,0,0
42303,1,1,39,1,0
42304,1,0,26,0,0
42305,1,1,35,1,0
42306,0,1,28,0,1
42307,1,1,33,0,1
42308,1,1,38,1,0
42309,1,0,23,1,0
42310,1,1,36,1,1
42311,1,1,33,1,0
42312,1,0,28,1,0
42313,1,1,39,1,0
42314,1,1,37,1,0
42315,1,1,35,1,0
42316,1,1,37,1,0
42317,1,1,37,1,0
42318,1,0,30,0,1
42319,1,1,37,0,0
42320,1,1,37,0,0
42321,1,1,38,1,0
42322,1,1,33,0,0
42323,1,0,25,0,1
42324,0,0,16,0,1
42325,1,1,34,0,0
42326,0,0,26,0,0
42327,1,1,35,0,1
42328,1,1,33,1,0
42329,1,1,37,1,0
42330,0,0,23,0,0
42331,1,0,27,0,0
42332,1,1,38,1,0
42333,1,0,21,0,0
42334,0,0,25,0,0
42335,1,0,39,1,0
42336,1,0,34,0,0
42337,1,1,35,0,0
42338,1,0,31,1,1
42339,1,1,39,0,0
42340,1,1,34,1,0
42341,1,1,38,1,1
42342,0,0,29,0,0
42343,1,1,38,1,0
42344,1,1,34,0,0
42345,1,1,37,1,0
42346,1,0,24,0,0
42347,1,1,37,1,0
42348,1,0,42,1,0
42349,1,1,38,1,0
42350,1,0,41,1,0
42351,1,1,36,1,0
42352,1,0,18,1,0
42353,1,1,34,1,0
42354,1,1,36,0,0
42355,1,1,31,0,1
42356,1,1,37,1,0
42357,0,0,29,1,0
42358,1,1,38,1,0
42359,0,0,24,1,1
42360,1,1,38,0,0
42361,1,1,37,1,0
42362,1,0,32,1,1
42363,1,0,29,0,1
42364,0,1,28,0,1
42365,1,1,37,1,0
42366,1,1,36,1,0
42367,1,0,33,1,0
42368,1,0,31,0,0
42369,0,0,24,0,0
42370,1,1,36,1,0
42371,1,1,36,1,0
42372,1,0,23,1,0
42373,1,1,37,1,0
42374,1,1,30,0,0
42375,0,0,29,1,0
42376,1,0,24,1,0
42377,1,0,26,1,1
42378,1,0,26,1,0
42379,1,0,32,0,1
42380,1,1,38,0,0
42381,0,0,15,0,1
42382,1,1,35,1,0
42383,0,0,27,0,0
42384,1,0,30,0,0
42385,1,0,42,1,0
42386,1,1,37,1,0
42387,1,1,38,1,0
42388,1,0,33,0,0
42389,0,0,27,1,0
42390,1,1,37,1,0
42391,1,1,38,1,0
42392,1,1,38,1,0
42393,1,1,35,1,0
42394,1,1,35,1,1
42395,1,1,29,0,1
42396,1,1,36,0,0
42397,1,1,39,0,0
42398,1,1,37,1,0
42399,1,0,29,1,0
42400,1,1,26,1,0
42401,1,1,37,1,0
42402,1,1,38,1,0
42403,1,1,38,1,0
42404,0,0,27,0,0
42405,1,0,34,0,0
42406,1,1,39,1,0
42407,0,1,30,1,0
42408,1,1,30,0,0
42409,1,1,38,1,0
42410,1,1,35,1,0
42411,1,1,36,0,0
42412,1,1,37,0,0
42413,1,1,37,1,1
42414,1,1,33,0,0
42415,1,0,28,0,0
42416,1,0,21,0,0
42417,0,0,13,1,0
42418,1,1,37,1,0
42419,1,1,38,1,0
42420,1,0,26,0,0
42421,1,0,28,1,0
42422,1,0,33,0,0
42423,1,1,35,1,1
42424,1,1,36,1,0
42425,1,1,38,0,0
42426,1,0,22,0,1
42427,1,1,38,1,0
42428,0,0,23,0,0
42429,1,1,37,1,0
42430,0,0,31,1,1
42431,1,1,38,1,0
42432,1,1,39,1,0
42433,1,1,39,1,0
42434,1,1,35,1,0
42435,1,1,38,1,0
42436,1,1,36,0,0
42437,1,1,38,1,0
42438,0,0,27,1,0
42439,0,0,30,1,1
42440,1,0,25,1,1
42441,0,0,26,0,0
42442,0,0,24,0,1
42443,1,1,38,1,0
42444,1,1,38,1,0
42445,1,1,38,1,0
42446,1,1,38,1,0
42447,1,1,38,0,0
42448,1,1,39,0,0
42449,1,1,38,1,1
42450,1,1,37,1,1
42451,1,1,39,0,0
42452,1,0,40,1,0
42453,0,0,19,1,0
42454,1,0,26,0,0
42455,1,1,39,1,0
42456,1,1,34,1,0
42457,1,1,37,0,0
42458,1,1,37,1,0
42459,1,0,30,1,0
42460,1,1,37,1,0
42461,1,0,33,1,0
42462,1,0,41,1,0
42463,1,0,24,0,0
42464,0,0,28,0,1
42465,1,1,35,1,0
42466,1,1,36,0,0
42467,1,1,36,1,0
42468,1,1,38,1,0
42469,1,1,38,1,0
42470,0,1,28,0,0
42471,1,0,28,1,0
42472,1,0,26,0,0
42473,0,0,19,1,1
42474,1,1,36,1,2
42475,1,0,31,1,1
42476,0,0,15,0,1
42477,1,1,39,1,0
42478,1,0,41,0,0
42479,1,1,35,0,0
42480,1,1,39,1,0
42481,0,0,27,1,0
42482,0,1,28,1,0
42483,1,0,40,0,0
42484,1,0,40,1,0
42485,1,0,35,1,0
42486,1,1,36,0,0
42487,1,1,37,0,0
42488,1,1,37,1,0
42489,0,0,29,1,1
42490,1,1,33,0,0
42491,1,1,35,0,1
42492,1,0,27,0,0
42493,0,0,31,0,0
42494,0,0,26,0,0
42495,0,0,27,0,0
42496,1,1,35,1,0
42497,1,1,36,0,0
42498,1,1,37,1,0
42499,1,0,39,0,0
42500,1,1,35,0,0
42501,1,1,38,0,0
42502,1,1,36,0,0
42503,0,0,22,0,0
42504,1,1,36,1,0
42505,1,0,37,1,0
42506,1,0,24,0,1
42507,1,0,42,1,0
42508,1,1,36,1,0
42509,1,0,29,0,0
42510,0,0,20,0,2
42511,0,0,28,0,0
42512,1,1,37,1,0
42513,0,0,22,1,1
42514,1,0,40,0,0
42515,1,1,36,1,1
42516,1,1,38,1,1
42517,1,1,36,0,0
42518,1,1,36,0,0
42519,1,1,38,1,0
42520,1,1,38,0,0
42521,1,1,36,0,0
42522,1,1,39,1,0
42523,0,0,20,1,0
42524,0,0,16,1,0
42525,1,1,38,1,0
42526,1,1,35,1,0
42527,1,1,36,1,1
42528,1,1,37,1,0
42529,1,1,37,1,0
42530,0,0,20,0,0
42531,1,1,33,0,0
42532,1,1,36,0,0
42533,1,1,36,1,0
42534,0,0,16,0,0
42535,0,1,31,1,0
42536,1,0,33,1,0
42537,1,1,36,1,0
42538,1,1,38,1,0
42539,1,1,35,1,0
42540,1,0,26,0,0
42541,1,1,33,0,1
42542,1,1,37,1,0
42543,1,1,36,0,0
42545,1,1,38,1,0
42546,1,1,36,1,0
42547,1,0,25,0,0
42548,1,1,38,1,0
42549,1,1,38,1,0
42550,0,1,27,0,0
42551,1,1,38,0,0
42552,1,1,33,0,0
42553,1,1,31,1,0
42554,1,1,37,1,0
42555,1,0,35,1,0
42556,1,1,35,1,0
42557,1,0,34,1,0
42558,0,0,29,1,0
42559,1,1,38,1,0
42560,0,0,26,0,0
42561,1,0,36,1,0
42562,1,1,38,0,1
42563,1,0,34,0,1
42564,1,0,26,0,0
42565,1,0,32,0,0
42566,0,0,16,0,1
42567,1,1,37,0,2
42568,0,0,27,0,0
42569,1,0,37,1,0
42570,1,1,37,1,0
42571,1,0,37,1,1
42572,1,0,20,1,0
42573,1,1,40,1,1
42574,1,1,38,1,0
42575,1,0,34,1,1
42576,1,1,38,1,0
42577,1,0,33,1,0
42578,0,1,30,1,0
42579,1,0,33,1,0
42580,1,0,18,1,0
42581,0,1,30,0,1
42582,1,0,39,1,0
42583,1,1,37,0,0
42584,1,0,41,0,1
42585,1,1,36,0,0
42586,1,0,28,0,1
42587,1,1,36,1,0
42588,1,1,36,1,0
42589,1,0,33,1,0
42590,1,1,36,0,0
42591,0,0,30,1,0
42592,1,0,20,0,1
42593,1,0,40,0,1
42594,1,0,42,1,0
42595,1,0,34,0,0
42596,0,0,29,0,0
42597,1,0,39,1,0
42598,1,1,37,0,0
42599,1,1,36,1,0
42600,1,1,35,0,0
42601,1,1,36,0,1
42602,0,0,20,0,0
42603,0,0,14,0,1
42604,1,1,38,1,0
42605,1,1,37,1,0
42606,1,0,29,1,0
42607,1,1,30,1,0
42608,1,1,33,0,1
42609,1,1,34,0,0
42610,1,1,32,0,0
42611,1,0,31,1,0
42612,1,1,37,1,1
42613,1,0,40,1,0
42614,1,1,37,1,0
42615,0,0,20,0,0
42616,1,0,34,0,1
42617,1,1,38,1,0
42618,1,0,30,0,1
42619,1,1,38,0,0
42620,1,0,43,0,0
42621,1,1,34,1,0
42622,1,1,36,1,0
42623,1,1,38,1,0
42624,0,1,29,1,0
42625,1,0,26,1,1
42626,1,0,26,0,0
42627,1,1,37,1,0
42628,1,1,36,0,0
42629,1,1,37,0,0
42630,1,0,32,0,0
42631,0,0,31,1,0
42632,0,0,31,1,1
42633,1,0,34,1,1
42634,1,0,39,1,0
42635,0,1,27,0,0
42636,1,0,27,0,0
42637,1,0,21,1,0
42638,1,1,32,1,0
42639,1,1,36,0,0
42640,1,0,32,1,0
42641,1,0,28,1,1
42642,1,1,35,1,0
42643,1,1,36,1,0
42644,1,1,35,1,0
42645,1,1,37,1,1
42646,1,1,35,1,1
42647,1,1,39,1,0
42648,1,1,34,1,0
42649,1,1,37,1,0
42650,1,0,23,0,0
42651,1,1,30,0,0
42652,1,0,41,0,0
42653,1,1,35,1,1
42654,1,0,42,1,0
42655,1,0,29,0,0
42656,1,0,34,0,0
42657,1,1,35,1,0
42658,1,1,37,0,1
42659,1,0,41,1,0
42660,1,0,41,0,0
42661,1,1,36,0,0
42662,1,1,35,1,0
42663,1,1,38,1,0
42664,1,1,33,0,0
42665,1,1,38,1,0
42666,0,0,30,0,1
42667,1,1,28,0,0
42668,1,1,38,1,0
42669,1,1,37,1,0
42670,1,1,39,1,0
42671,1,1,39,1,0
42672,1,1,37,0,0
42673,1,1,38,1,0
42674,0,0,25,0,1
42675,1,0,26,1,0
42676,1,1,39,1,0
42677,1,1,38,0,0
42678,0,0,25,0,1
42679,1,0,39,1,0
42680,1,1,39,0,1
42681,1,1,32,1,0
42682,1,1,34,0,0
42683,1,0,42,1,0
42684,1,1,38,1,0
42685,1,1,27,0,1
42686,1,1,38,1,0
42687,1,1,38,0,0
42688,1,1,37,0,0
42689,1,1,38,1,0
42690,1,1,35,0,0
42691,1,1,38,1,0
42692,1,0,33,1,0
42693,1,0,31,0,0
42694,1,1,34,0,0
42695,0,0,28,0,1
42696,0,0,26,0,2
42697,0,1,26,0,0
42698,1,0,25,0,1
42699,1,0,37,1,0
42700,1,1,36,1,0
42701,1,0,34,1,1
42702,0,0,29,1,0
42703,1,1,33,1,0
42704,1,1,38,0,0
42705,1,0,36,1,0
42706,1,1,36,0,0
42707,1,1,33,1,1
42708,1,0,28,1,0
42709,1,1,37,1,0
42710,1,1,35,1,0
42711,1,0,30,0,1
42712,0,0,27,0,0
42713,0,0,27,0,0
42714,1,1,38,0,0
42715,1,0,25,0,0
42716,1,1,39,1,0
42717,1,1,36,1,0
42718,1,1,37,1,0
42719,1,0,32,0,0
42720,1,1,34,1,0
42721,1,0,41,1,1
42722,0,0,29,1,0
42723,1,0,22,0,0
42724,1,1,36,0,0
42725,1,0,34,1,0
42726,1,1,38,1,1
42727,0,0,20,0,1
42728,1,1,37,1,0
42729,0,0,15,0,1
42730,1,1,38,1,0
42731,1,1,33,1,0
42732,0,1,29,0,1
42733,1,1,30,1,0
42734,1,1,37,0,0
42735,1,1,38,1,1
42736,1,0,40,1,0
42737,1,1,37,1,1
42738,1,0,42,1,0
42739,1,0,29,0,0
42740,0,0,29,1,0
42741,1,0,24,1,0
42742,1,1,36,1,0
42743,1,1,36,1,0
42744,1,0,33,0,1
42745,0,0,26,1,1
42746,1,0,40,0,0
42747,1,0,32,0,0
42748,1,0,32,1,0
42749,1,1,39,1,0
42750,1,0,22,0,0
42751,1,1,36,0,0
42752,1,0,29,0,0
42753,1,0,28,0,1
42754,1,1,38,1,0
42755,1,1,34,0,1
42756,0,0,30,1,1
42757,1,1,36,1,0
42758,0,0,29,1,0
42759,1,0,32,0,1
42760,1,1,37,1,0
42761,1,0,42,1,0
42762,0,0,27,0,1
42763,1,0,20,1,1
42764,1,1,36,1,1
42765,1,1,36,0,0
42766,1,0,28,0,0
42767,1,1,37,0,0
42768,1,1,36,0,1
42769,1,1,36,1,0
42770,1,1,36,1,0
42771,1,0,33,1,0
42772,1,1,34,1,0
42773,1,0,33,0,0
42774,1,1,39,1,1
42775,0,0,29,1,0
42776,0,1,28,0,1
42777,0,0,28,1,0
42778,1,0,43,1,0
42779,1,0,27,0,0
42780,1,0,34,1,0
42781,0,0,19,1,0
42782,1,1,39,1,0
42783,0,1,26,0,0
42784,1,1,39,1,0
42785,1,1,35,1,0
42786,1,0,31,0,0
42787,1,0,34,1,0
42788,1,1,36,1,0
42789,1,1,38,1,0
42790,1,1,37,0,0
42791,1,1,37,1,0
42792,1,0,28,1,0
42793,0,0,22,0,0
42794,1,1,35,0,0
42795,1,0,32,0,1
42796,1,1,37,1,0
42797,1,1,34,1,1
42798,1,1,37,1,0
42799,1,1,37,1,0
42800,1,1,38,1,0
42801,1,1,37,0,0
42802,0,0,31,0,1
42803,1,1,37,1,0
42804,1,1,38,1,0
42805,1,0,30,1,0
42806,1,1,36,0,0
42807,1,0,39,0,0
42808,1,1,34,1,0
42809,1,1,38,1,0
42810,1,1,38,1,0
42811,0,1,29,1,1
42812,1,1,36,1,0
42813,0,0,25,1,1
42814,1,1,37,1,0
42815,1,1,37,1,0
42816,1,1,38,1,0
42817,1,1,37,0,1
42818,1,1,34,0,0
42819,0,1,30,1,0
42820,1,0,31,0,1
42821,1,1,37,0,0
42822,1,0,27,0,0
42823,1,0,30,0,1
42824,1,1,28,1,0
42825,1,1,37,1,0
42826,1,1,36,1,0
42827,1,0,32,1,0
42828,1,1,38,1,0
42829,0,1,27,1,1
42830,1,1,39,0,0
42831,1,1,38,1,0
42832,1,0,24,0,0
42833,1,1,33,0,0
42834,0,0,20,0,0
42835,0,0,25,0,1
42836,1,1,35,1,1
42837,0,0,26,1,1
42838,0,0,16,0,0
42839,1,1,35,1,0
42840,1,1,37,0,0
42841,1,1,38,1,0
42842,0,0,22,1,0
42843,1,0,31,1,0
42844,0,0,27,0,0
42845,1,1,37,1,1
42846,1,1,36,1,0
42847,1,0,27,1,0
42848,1,1,35,1,0
42849,1,1,35,0,0
42850,1,1,38,1,0
42851,1,0,42,1,1
42852,1,0,32,1,0
42853,1,1,37,1,1
42854,0,0,29,0,0
42855,1,0,39,1,0
42856,1,0,31,0,0
42857,1,1,39,1,1
42858,1,1,38,1,0
42859,1,1,35,1,1
42860,1,1,38,0,0
42861,0,0,23,0,1
42862,1,1,38,0,0
42863,1,0,26,0,0
42864,1,0,24,1,1
42865,1,1,37,1,0
42866,0,0,22,0,0
42867,1,0,27,0,0
42868,0,0,25,0,0
42869,1,1,39,1,1
42870,1,0,30,0,0
42871,1,1,37,1,0
42872,1,1,38,0,0
42873,1,1,36,1,0
42874,1,1,38,0,0
42875,1,0,28,1,0
42876,1,0,39,1,0
42877,1,1,37,1,0
42878,1,0,41,1,1
42879,1,1,33,1,0
42880,1,1,34,0,1
42881,1,1,38,1,1
42882,0,0,27,1,0
42883,1,1,35,0,0
42884,0,0,31,1,0
42885,1,1,37,1,0
42886,1,1,36,1,0
42887,1,0,34,0,0
42888,1,1,37,0,0
42889,1,1,39,1,0
42890,1,1,39,1,0
42891,1,0,31,0,1
42892,0,0,27,1,1
42893,1,1,38,1,1
42894,1,1,36,1,0
42895,1,1,37,1,0
42896,1,0,30,0,0
42897,1,1,39,1,0
42898,1,1,36,0,0
42899,1,1,35,0,0
42900,1,1,38,1,0
42901,1,0,39,1,0
42902,1,1,36,1,0
42903,1,1,39,0,1
42904,1,0,20,0,0
42905,0,0,20,0,1
42906,1,0,22,1,0
42907,1,1,39,1,0
42908,1,1,37,1,0
42909,0,0,25,0,1
42910,1,1,35,1,0
42911,1,1,36,0,1
42912,0,1,31,0,0
42913,1,0,33,0,0
42914,0,0,29,1,1
42915,0,0,29,1,0
42916,1,0,27,1,1
42917,0,0,26,0,0
42918,0,0,31,0,1
42919,1,1,33,1,0
42920,1,1,37,1,1
42921,1,0,40,0,1
42922,0,0,26,1,0
42923,1,1,38,1,0
42924,1,1,37,1,0
42925,1,0,33,0,0
42926,1,1,36,0,0
42927,1,1,36,1,0
42928,1,1,32,1,1
42929,1,1,36,1,0
42930,1,1,39,0,0
42931,1,0,28,1,0
42932,1,0,24,1,0
42933,1,1,39,1,0
42934,1,1,37,1,0
42935,1,1,35,1,0
42936,0,0,27,0,0
42937,1,1,37,1,0
42938,1,1,37,1,0
42939,1,1,31,0,0
42940,1,1,33,0,0
42941,1,0,27,0,0
42942,1,0,23,1,0
42943,0,0,30,0,0
42944,1,1,30,1,0
42945,1,1,38,1,0
42946,1,1,35,1,0
42947,1,1,37,1,0
42948,1,0,31,1,0
42949,1,1,39,1,0
42950,0,0,29,0,0
42951,1,0,24,0,0
42952,1,1,38,1,0
42953,1,0,35,1,0
42954,1,1,37,1,0
42955,1,1,37,1,0
42956,1,0,20,1,0
42957,1,0,24,0,1
42958,1,1,36,1,0
42959,1,1,35,1,0
42960,1,1,37,0,0
42961,1,0,30,1,0
42962,0,0,15,0,1
42963,1,1,35,1,0
42964,1,1,37,0,0
42965,1,1,36,1,0
42966,1,1,34,0,1
42967,1,1,36,1,0
42968,1,1,38,1,0
42969,1,0,21,1,0
42970,1,1,35,0,0
42971,1,0,40,1,2
42972,1,1,32,0,0
42973,1,1,34,0,0
42974,1,1,38,1,0
42975,1,0,26,0,1
42976,0,0,24,0,0
42977,1,1,36,0,0
42978,0,0,28,0,0
42979,1,1,38,1,0
42980,1,1,33,1,0
42981,1,1,36,1,0
42982,1,1,34,1,1
42983,1,0,34,1,0
42984,1,1,38,0,0
42985,0,0,26,0,0
42986,1,1,36,1,0
42987,1,1,37,1,0
42988,1,1,38,1,0
42989,1,1,37,1,0
42990,1,1,39,1,0
42991,1,0,26,0,0
42992,1,1,36,0,0
42993,1,0,27,1,0
42994,0,0,24,0,0
42995,1,1,37,0,0
42996,0,1,26,0,1
42997,1,1,38,1,0
42998,1,0,30,1,0
42999,1,1,37,1,0
43000,1,0,26,0,0
43001,1,1,37,1,0
43002,1,1,38,1,0
43003,0,0,25,0,0
43004,1,0,41,1,0
43005,1,1,39,1,0
43006,1,1,39,1,0
43007,1,1,38,1,0
43008,1,1,38,1,0
43009,1,1,36,1,0
43010,0,0,24,1,1
43011,1,0,28,1,2
43012,1,1,32,1,0
43013,0,1,29,1,1
43014,1,1,34,0,1
43015,1,0,33,0,0
43016,1,1,35,0,0
43017,1,1,39,1,0
43018,1,1,37,1,0
43019,1,0,39,1,0
43020,1,1,34,1,0
43021,1,0,21,0,0
43022,1,1,38,1,0
43023,1,1,37,1,0
43024,1,1,39,0,0
43025,1,1,37,0,0
43026,1,0,34,1,0
43027,1,1,36,1,0
43028,1,1,37,1,1
43029,1,1,37,1,0
43030,1,1,35,0,1
43031,1,0,30,1,0
43032,1,1,38,1,0
43033,0,0,12,0,1
43034,1,1,32,1,0
43035,1,1,35,1,0
43036,1,0,28,0,0
43037,1,1,36,0,1
43038,1,1,37,1,0
43039,1,1,37,1,0
43040,0,0,10,0,0
43041,1,1,35,1,1
43042,1,1,37,1,0
43043,1,1,38,1,0
43044,1,1,38,1,0
43045,1,0,27,1,0
43046,0,0,31,0,1
43047,1,1,37,1,0
43048,1,1,36,1,1
43049,1,1,40,1,0
43050,1,1,35,1,0
43051,0,0,17,1,0
43052,0,0,29,0,0
43053,1,1,37,1,0
43054,1,1,34,1,0
43055,1,1,38,0,0
43056,0,0,22,0,0
43057,1,1,36,1,0
43058,1,1,38,0,0
43059,1,1,37,1,0
43060,1,1,38,1,0
43061,1,0,42,0,0
43062,1,1,36,0,0
43063,1,1,36,1,0
43064,1,1,34,0,0
43065,1,1,37,0,0
43066,1,1,38,0,0
43067,1,1,33,0,0
43068,1,0,44,1,1
43069,1,1,35,1,0
43070,0,1,28,0,0
43071,1,0,39,1,0
43072,1,0,39,1,0
43073,1,1,36,0,1
43074,0,0,25,1,0
43075,1,1,36,1,0
43076,1,1,37,1,1
43077,1,0,33,1,0
43078,1,0,39,0,0
43079,0,0,22,0,1
43080,1,0,30,1,0
43081,0,0,23,1,1
43082,1,0,39,1,0
43083,1,0,39,0,0
43084,1,1,35,1,0
43085,1,1,36,0,0
43086,0,0,30,1,0
43087,1,1,34,1,0
43088,1,0,21,1,0
43089,1,1,35,1,0
43090,1,1,37,0,0
43091,1,1,34,1,0
43092,0,0,29,1,0
43093,0,0,31,0,0
43094,1,0,40,0,1
43095,1,0,41,0,0
43096,1,0,42,1,0
43097,1,0,39,0,0
43098,1,1,36,1,0
43099,1,1,29,1,1
43100,1,1,37,0,0
43101,1,1,39,1,1
43102,0,1,26,1,0
43103,1,1,36,0,0
43104,1,0,34,1,0
43105,0,0,22,0,1
43106,1,1,36,1,0
43107,1,1,36,1,1
43108,1,0,26,0,0
43109,1,0,35,0,0
43110,1,1,38,0,0
43111,0,1,28,1,1
43112,0,0,29,0,1
43113,0,0,15,1,1
43114,0,0,24,0,0
43115,1,1,39,1,0
43116,1,1,36,0,0
43117,1,1,36,0,1
43118,1,1,38,1,1
43119,0,0,10,0,0
43120,1,1,36,0,1
43121,1,1,28,1,0
43122,1,1,36,0,0
43123,1,1,39,1,0
43124,1,0,29,1,0
43125,1,0,22,0,0
43126,1,0,40,0,0
43127,1,1,35,1,0
43128,1,1,38,1,0
43129,1,0,41,0,0
43130,0,0,9,1,0
43131,1,0,41,0,0
43132,1,1,39,1,0
43133,1,1,38,1,0
43134,1,0,23,0,1
43135,0,0,31,1,0
43136,1,0,33,0,0
43137,1,0,31,0,0
43138,1,1,36,1,0
43139,1,0,31,0,1
43140,0,1,27,0,0
43141,1,1,35,0,1
43142,1,1,36,1,1
43143,1,1,32,1,0
43144,1,1,38,1,0
43145,1,1,38,1,0
43146,1,0,33,0,1
43147,1,1,37,0,0
43148,1,1,37,1,0
43149,1,1,35,0,0
43150,1,1,34,1,0
43151,1,1,36,1,0
43152,1,0,30,1,0
43153,1,0,28,1,0
43154,1,1,35,0,1
43155,0,0,23,1,1
43156,1,1,37,1,0
43157,1,1,39,1,0
43158,1,1,38,1,0
43159,1,0,20,0,0
43160,1,0,25,1,0
43161,0,0,20,1,0
43162,1,1,36,1,1
43163,1,1,37,0,0
43164,1,1,39,1,0
43165,1,0,27,1,0
43166,1,1,27,0,1
43167,1,1,35,0,1
43168,1,1,36,0,0
43169,1,1,38,1,0
43170,0,0,25,0,1
43171,1,1,37,1,1
43172,1,0,23,0,0
43173,1,1,37,1,0
43174,1,1,34,1,1
43175,1,1,37,1,0
43176,0,0,22,0,1
43177,1,1,38,1,0
43178,1,0,35,0,0
43179,1,1,36,0,0
43180,1,1,38,1,0
43181,1,0,35,0,0
43182,1,1,35,1,0
43183,1,1,34,1,0
43184,1,1,40,1,0
43185,0,0,23,0,1
43186,1,0,43,1,0
43187,1,0,22,0,1
43188,1,1,34,1,0
43189,1,0,23,0,1
43190,0,0,25,1,0
43191,1,1,34,1,0
43192,0,0,22,1,0
43193,0,0,26,1,0
43194,1,0,33,1,0
43195,1,1,36,1,0
43196,1,1,33,1,0
43197,1,1,37,1,0
43198,1,1,37,1,0
43199,1,1,38,1,0
43200,0,0,27,0,0
43201,1,1,38,1,1
43202,0,0,27,0,0
43203,1,0,25,0,0
43204,0,0,27,0,0
43205,1,0,41,1,0
43206,1,1,37,1,0
43207,1,1,37,0,0
43208,1,1,39,1,0
43209,0,0,30,1,0
43210,1,0,20,1,0
43211,1,1,35,1,0
43212,1,1,36,1,0
43213,1,0,27,0,0
43214,1,0,31,0,0
43215,0,0,31,0,0
43216,1,1,38,0,0
43217,1,0,31,1,0
43218,0,0,24,0,0
43219,1,0,28,0,1
43220,1,1,38,1,0
43221,0,0,31,1,0
43222,1,0,40,1,0
43223,1,1,37,1,0
43224,1,1,34,1,0
43225,0,0,28,0,0
43226,1,0,22,1,0
43227,1,0,28,1,0
43228,1,0,32,0,0
43229,1,1,36,0,0
43230,1,1,36,1,1
43231,0,0,28,1,0
43232,1,1,36,0,0
43233,1,0,20,1,0
43234,1,1,39,1,0
43235,1,1,29,0,0
43236,1,0,33,1,0
43237,1,1,37,0,0
43238,1,1,38,1,0
43239,1,1,39,0,0
43240,1,1,39,1,0
43241,1,1,38,1,0
43242,0,0,27,1,0
43243,1,0,29,0,0
43244,1,0,26,1,0
43245,1,1,39,1,0
43246,0,0,26,0,1
43247,1,0,31,0,0
43248,0,0,25,1,0
43249,1,1,36,0,0
43250,1,1,37,1,0
43251,1,1,35,1,0
43252,1,1,36,0,1
43253,1,1,34,1,0
43254,1,1,39,1,0
43255,1,1,30,1,1
43256,0,0,17,0,0
43258,1,0,30,0,0
43259,1,1,35,0,0
43260,1,1,38,1,0
43261,1,0,35,1,0
43262,1,1,38,1,0
43263,1,0,27,0,0
43264,1,1,37,1,0
43265,0,0,29,1,0
43266,1,1,37,0,1
43267,1,0,40,0,0
43268,0,0,16,0,0
43269,0,0,29,1,0
43270,1,1,37,1,0
43271,1,1,38,0,0
43272,1,1,39,1,0
43273,1,1,37,1,0
43274,1,1,33,1,0
43275,1,0,23,0,1
43276,1,0,40,0,0
43277,1,0,33,0,0
43278,1,0,39,1,0
43279,1,0,40,1,0
43280,1,0,41,1,0
43281,1,1,39,1,0
43282,1,1,39,1,1
43283,0,0,26,1,0
43284,1,0,23,0,0
43285,1,0,21,0,1
43286,1,0,28,0,0
43287,0,0,29,0,2
43288,1,1,35,1,0
43289,1,1,35,1,0
43290,1,1,37,1,0
43291,1,1,34,1,0
43292,0,0,24,0,1
43293,1,1,36,1,0
43294,1,1,37,1,1
43295,0,0,29,1,0
43296,0,1,29,1,0
43297,1,1,35,1,0
43298,0,0,28,0,2
43299,1,1,38,1,0
43300,1,1,37,1,0
43301,1,1,37,1,1
43302,1,1,38,1,0
43303,1,1,33,0,0
43304,1,0,30,0,1
43305,1,0,27,0,0
43306,0,0,25,0,1
43307,1,1,38,1,0
43308,0,0,26,1,1
43309,1,1,35,0,0
43310,1,1,37,0,0
43311,1,1,31,1,0
43312,0,0,20,0,1
43313,1,1,36,1,0
43314,1,0,28,1,0
43315,1,0,40,1,0
43316,1,0,40,0,0
43317,1,0,32,0,1
43318,0,0,24,0,1
43319,0,0,26,1,1
43320,1,1,37,1,0
43321,1,1,37,1,0
43322,1,0,22,0,0
43323,1,1,36,1,0
43324,1,0,30,0,0
43325,1,1,38,0,0
43326,1,1,34,0,1
43327,1,1,38,1,0
43328,1,1,33,1,0
43329,1,0,33,0,0
43330,1,1,36,1,0
43331,1,0,24,0,1
43332,1,1,38,1,0
43333,1,1,38,1,0
43334,1,0,42,0,1
43335,1,0,26,1,0
43336,1,1,37,1,0
43337,1,1,35,0,0
43338,1,1,36,1,0
43339,1,1,35,0,0
43340,1,1,29,0,0
43341,1,0,32,0,2
43342,1,0,40,0,0
43343,1,1,37,1,0
43344,1,0,29,0,0
43345,1,1,34,1,0
43346,0,0,27,0,0
43347,1,1,28,0,1
43348,0,1,25,0,1
43349,1,0,24,1,1
43350,1,1,36,1,0
43351,1,1,34,1,1
43352,1,1,35,1,0
43353,0,1,30,1,1
43354,1,0,33,0,0
43355,1,0,27,1,0
43356,1,1,29,1,0
43357,1,0,32,0,1
43358,1,1,34,1,0
43359,1,1,30,0,0
